Vf,S2018
0.250,0.000198
0.255,0.000354
0.260,0.000611
0.265,0.001020
0.270,0.001646
0.275,0.002572
0.280,0.003890
0.285,0.005701
0.290,0.008102
0.295,0.011175
0.300,0.014977
0.305,0.019528
0.310,0.024804
0.315,0.030738
0.320,0.037225
0.325,0.044133
0.330,0.051320
0.335,0.058646
0.340,0.065983
0.345,0.073227
0.350,0.080294
0.355,0.087125
0.360,0.093677
0.365,0.099920
0.370,0.105839
0.375,0.111435
0.380,0.116728
0.385,0.121762
0.390,0.126611
0.395,0.131380
0.400,0.136205
0.405,0.141247
0.410,0.146688
0.415,0.152718
0.420,0.159529
0.425,0.167302
0.430,0.176199
0.435,0.186356
0.440,0.197875
0.445,0.210822
0.450,0.225222
0.455,0.241061
0.460,0.258287
0.465,0.276812
0.470,0.296513
0.475,0.317242
0.480,0.338830
0.485,0.361092
0.490,0.383833
0.495,0.406856
0.500,0.429968
0.505,0.452983
0.510,0.475730
0.515,0.498054
0.520,0.519821
0.525,0.540920
0.530,0.561266
0.535,0.581173
0.540,0.602214
0.545,0.622947
0.550,0.643379
0.555,0.663532
0.560,0.683441
0.565,0.703145
0.570,0.722679
0.575,0.742070
0.580,0.761331
0.585,0.780450
0.590,0.799391
0.595,0.818089
0.600,0.836450
0.605,0.854354
0.610,0.871658
0.615,0.888206
0.620,0.903838
0.625,0.918402
0.630,0.931763
0.635,0.943818
0.640,0.954501
0.645,0.963787
0.650,0.971700
0.655,0.978300
0.660,0.983687
0.665,0.987985
0.670,0.991335
0.675,0.993886
0.680,0.995780
0.685,0.997153
0.690,0.998123
0.695,0.998792
0.700,0.999240
0.705,0.999534
0.710,0.999721
0.715,0.999837
0.720,0.999907
0.725,0.999949
0.730,0.999972
0.735,0.999985
0.740,0.999992
0.745,0.999996
0.750,0.999998
