METRIC,S2016
Vf,0.492548
Sf,0.399319
EG,0.085777
PR,0.093229
GAMMA,0.075313
BS_50,0.075018
BV_50,0.021294
BS_V,0.074730
GS,0.037511
MM,0.015399
LO,0.024520
DECL,13.477948
R,13.510558
r,3.404166
Sb,0.399319
Ra,0.699660
Rb,0.199660
Va,0.598396
Vb,0.377085
L_Vf,0.470000
L_Sf,0.325846
U_Vf,0.515000
U_Sf,0.477908
