Vf,P2020
0.250,0.005728
0.255,0.008342
0.260,0.011667
0.265,0.015695
0.270,0.020342
0.275,0.025449
0.280,0.030809
0.285,0.036187
0.290,0.041371
0.295,0.046199
0.300,0.050592
0.305,0.054563
0.310,0.058207
0.315,0.061684
0.320,0.065188
0.325,0.068922
0.330,0.073069
0.335,0.077780
0.340,0.083159
0.345,0.089265
0.350,0.096113
0.355,0.103685
0.360,0.111936
0.365,0.120811
0.370,0.130250
0.375,0.140202
0.380,0.150626
0.385,0.161496
0.390,0.172803
0.395,0.184545
0.400,0.196729
0.405,0.209358
0.410,0.222433
0.415,0.235941
0.420,0.249859
0.425,0.264149
0.430,0.278765
0.435,0.293652
0.440,0.308752
0.445,0.324010
0.450,0.339374
0.455,0.354802
0.460,0.370256
0.465,0.385709
0.470,0.401134
0.475,0.416506
0.480,0.431798
0.485,0.446975
0.490,0.461994
0.495,0.476802
0.500,0.491339
0.505,0.505536
0.510,0.519402
0.515,0.533058
0.520,0.546423
0.525,0.559426
0.530,0.572017
0.535,0.584177
0.540,0.595913
0.545,0.607266
0.550,0.618302
0.555,0.629113
0.560,0.639806
0.565,0.650504
0.570,0.661329
0.575,0.672407
0.580,0.683854
0.585,0.695777
0.590,0.708269
0.595,0.721408
0.600,0.735252
0.605,0.749835
0.610,0.765159
0.615,0.781194
0.620,0.797865
0.625,0.815051
0.630,0.832583
0.635,0.850244
0.640,0.867783
0.645,0.884922
0.650,0.901374
0.655,0.916866
0.660,0.931157
0.665,0.944056
0.670,0.955435
0.675,0.965234
0.680,0.973467
0.685,0.980206
0.690,0.985580
0.695,0.989749
0.700,0.992895
0.705,0.995201
0.710,0.996844
0.715,0.997981
0.720,0.998743
0.725,0.999240
0.730,0.999553
0.735,0.999745
0.740,0.999859
0.745,0.999924
0.750,0.999960
