METRIC,P2020
Vf,0.505998
Sf,0.508323
EG,0.003673
PR,-0.002325
GAMMA,0.008312
BS_50,0.008661
BV_50,0.003050
BS_V,0.008925
GS,0.018279
MM,0.002854
LO,0.008089
DECL,0.753620
R,1.387578
r,2.773292
Sb,0.508323
Ra,0.754161
Rb,0.254161
Va,0.617034
Vb,0.374877
L_Vf,0.485000
L_Sf,0.446975
U_Vf,0.530000
U_Sf,0.572017
