Vf,S2016
0.250,0.007708
0.255,0.010956
0.260,0.014962
0.265,0.019668
0.270,0.024945
0.275,0.030601
0.280,0.036423
0.285,0.042207
0.290,0.047796
0.295,0.053108
0.300,0.058139
0.305,0.062946
0.310,0.067627
0.315,0.072286
0.320,0.077004
0.325,0.081823
0.330,0.086740
0.335,0.091719
0.340,0.096701
0.345,0.101630
0.350,0.106471
0.355,0.111220
0.360,0.115915
0.365,0.120631
0.370,0.125474
0.375,0.130565
0.380,0.136027
0.385,0.141969
0.390,0.148478
0.395,0.155608
0.400,0.163380
0.405,0.171783
0.410,0.180786
0.415,0.190339
0.420,0.200390
0.425,0.210893
0.430,0.221815
0.435,0.233142
0.440,0.244882
0.445,0.257058
0.450,0.269710
0.455,0.282881
0.460,0.296612
0.465,0.310932
0.470,0.325846
0.475,0.341338
0.480,0.357360
0.485,0.373833
0.490,0.390654
0.495,0.407674
0.500,0.424982
0.505,0.442542
0.510,0.460224
0.515,0.477908
0.520,0.495494
0.525,0.512906
0.530,0.530098
0.535,0.547055
0.540,0.563799
0.545,0.580380
0.550,0.596880
0.555,0.613401
0.560,0.630057
0.565,0.646966
0.570,0.664237
0.575,0.681961
0.580,0.700197
0.585,0.718968
0.590,0.738250
0.595,0.757972
0.600,0.778016
0.605,0.798216
0.610,0.818371
0.615,0.838251
0.620,0.857611
0.625,0.876204
0.630,0.893793
0.635,0.910168
0.640,0.925158
0.645,0.938635
0.650,0.950527
0.655,0.960815
0.660,0.969536
0.665,0.976772
0.670,0.982644
0.675,0.987301
0.680,0.990909
0.685,0.993636
0.690,0.995646
0.695,0.997092
0.700,0.998104
0.705,0.998794
0.710,0.999252
0.715,0.999548
0.720,0.999734
0.725,0.999847
0.730,0.999915
0.735,0.999954
0.740,0.999975
0.745,0.999987
0.750,0.999994
