METRIC,AG2020
Vf,0.523254
Sf,0.557527
EG,-0.011019
PR,-0.034273
GAMMA,0.000496
BS_50,0.006542
BV_50,0.002191
BS_V,0.011857
GS,0.017678
MM,-0.003213
LO,0.022602
DECL,-0.803363
R,2.473870
r,2.495188
Sb,0.557527
Ra,0.778764
Rb,0.278764
Va,0.605232
Vb,0.372166
L_Vf,0.500000
L_Sf,0.493458
U_Vf,0.545000
U_Sf,0.609367
