METRIC,P2016
Vf,0.398283
Sf,0.166913
EG,0.129653
PR,0.231370
GAMMA,0.331141
BS_50,0.234249
BV_50,0.043221
BS_V,-0.029000
GS,0.092531
MM,0.064467
LO,0.094730
DECL,50.017484
R,3.274647
r,0.019137
Sb,0.166913
Ra,0.583456
Rb,0.083456
Va,0.675029
Vb,0.230241
L_Vf,0.375000
L_Sf,0.166701
U_Vf,0.420000
U_Sf,0.168061
