Vf,S2020
0.250,0.086027
0.255,0.102434
0.260,0.117690
0.265,0.131016
0.270,0.141951
0.275,0.150378
0.280,0.156479
0.285,0.160628
0.290,0.163279
0.295,0.164869
0.300,0.165765
0.305,0.166240
0.310,0.166476
0.315,0.166586
0.320,0.166635
0.325,0.166655
0.330,0.166663
0.335,0.166666
0.340,0.166667
0.345,0.166668
0.350,0.166669
0.355,0.166670
0.360,0.166673
0.365,0.166677
0.370,0.166683
0.375,0.166694
0.380,0.166712
0.385,0.166739
0.390,0.166781
0.395,0.166845
0.400,0.166941
0.405,0.167083
0.410,0.167288
0.415,0.167582
0.420,0.167995
0.425,0.168569
0.430,0.169355
0.435,0.170417
0.440,0.171831
0.445,0.173689
0.450,0.176101
0.455,0.179192
0.460,0.183106
0.465,0.188003
0.470,0.194061
0.475,0.201472
0.480,0.210439
0.485,0.221175
0.490,0.233893
0.495,0.248801
0.500,0.266092
0.505,0.285935
0.510,0.308459
0.515,0.333744
0.520,0.361804
0.525,0.392576
0.530,0.425906
0.535,0.461549
0.540,0.499162
0.545,0.538310
0.550,0.578476
0.555,0.619083
0.560,0.659513
0.565,0.699140
0.570,0.737359
0.575,0.773615
0.580,0.807434
0.585,0.838439
0.590,0.866370
0.595,0.891087
0.600,0.912566
0.605,0.930893
0.610,0.946242
0.615,0.958857
0.620,0.969030
0.625,0.977079
0.630,0.983326
0.635,0.988080
0.640,0.991628
0.645,0.994224
0.650,0.996087
0.655,0.997397
0.660,0.998300
0.665,0.998911
0.670,0.999315
0.675,0.999577
0.680,0.999744
0.685,0.999848
0.690,0.999911
0.695,0.999949
0.700,0.999972
0.705,0.999984
0.710,0.999992
0.715,0.999996
0.720,0.999998
0.725,0.999999
0.730,0.999999
0.735,1.000000
0.740,1.000000
0.745,1.000000
0.750,1.000000
