CD,composite,P2020,P2016,S2020,S2016,G2019,AG2019
1,0.284091,0.298586,0.273237,0.259619,0.248203,0.423806,0.231905
2,0.753125,0.768471,0.770337,0.733990,0.722122,0.821319,0.696826
3,0.290539,0.308425,0.303940,0.271230,0.249439,0.368309,0.256042
4,0.364923,0.377730,0.380125,0.346791,0.364686,0.413349,0.303743
5,0.340882,0.349394,0.352195,0.306162,0.343982,0.412215,0.287468
6,0.325791,0.328172,0.315438,0.292223,0.306089,0.453413,0.288914
