Vf,composite,Vf,P2020,Vf,P2016,Vf,S2020,Vf,S2016,Vf,G2019,Vf,AG2019
0.500,0.262712,0.500,0.247664,0.500,0.265751,0.500,0.266092,0.500,0.314575,0.500,0.250639,0.500,0.281949
0.505,0.282716,0.505,0.265357,0.505,0.284389,0.505,0.285935,0.505,0.336630,0.505,0.269228,0.505,0.306221
0.510,0.305403,0.510,0.285699,0.510,0.305278,0.510,0.308459,0.510,0.360333,0.510,0.290572,0.510,0.333549
0.515,0.330811,0.515,0.308806,0.515,0.328462,0.515,0.333744,0.515,0.385594,0.515,0.314750,0.515,0.363860
0.520,0.358916,0.520,0.334742,0.520,0.353945,0.520,0.361804,0.520,0.412307,0.520,0.341769,0.520,0.396981
0.525,0.389617,0.525,0.363497,0.525,0.381687,0.525,0.392576,0.525,0.440358,0.525,0.371552,0.525,0.432637
0.530,0.422737,0.530,0.394983,0.530,0.411597,0.530,0.425906,0.530,0.469620,0.530,0.403935,0.530,0.470452
0.535,0.458017,0.535,0.429019,0.535,0.443527,0.535,0.461549,0.535,0.499959,0.535,0.438661,0.535,0.509966
0.540,0.495121,0.540,0.465334,0.540,0.477270,0.540,0.499162,0.540,0.531226,0.540,0.475383,0.540,0.550641
0.545,0.533638,0.545,0.503558,0.545,0.512556,0.545,0.538310,0.545,0.563254,0.545,0.513679,0.545,0.591890
0.550,0.573091,0.550,0.543234,0.550,0.549053,0.550,0.578476,0.550,0.595852,0.550,0.553059,0.550,0.633093
0.555,0.612956,0.555,0.583828,0.555,0.586371,0.555,0.619083,0.555,0.628799,0.555,0.592985,0.555,0.673631
0.560,0.652676,0.560,0.624750,0.560,0.624073,0.560,0.659513,0.560,0.661839,0.560,0.632897,0.560,0.712907
0.565,0.691685,0.565,0.665375,0.565,0.661683,0.565,0.699140,0.565,0.694679,0.565,0.672227,0.565,0.750376
0.570,0.729431,0.570,0.705075,0.570,0.698707,0.570,0.737359,0.570,0.727000,0.570,0.710430,0.570,0.785564
0.575,0.765399,0.575,0.743247,0.575,0.734650,0.575,0.773615,0.575,0.758455,0.575,0.747002,0.575,0.818092
0.580,0.799139,0.580,0.779346,0.580,0.769042,0.580,0.807434,0.580,0.788694,0.580,0.781499,0.580,0.847679
0.585,0.830280,0.585,0.812907,0.585,0.801454,0.585,0.838439,0.585,0.817374,0.585,0.813558,0.585,0.874157
0.590,0.858550,0.590,0.843572,0.590,0.831526,0.590,0.866370,0.590,0.844182,0.590,0.842899,0.590,0.897463
0.595,0.883780,0.595,0.871097,0.595,0.858975,0.595,0.891087,0.595,0.868854,0.595,0.869342,0.595,0.917636
0.600,0.905908,0.600,0.895361,0.600,0.883615,0.600,0.912566,0.600,0.891188,0.600,0.892798,0.600,0.934803
0.605,0.924974,0.605,0.916362,0.605,0.905355,0.605,0.930893,0.605,0.911061,0.605,0.913271,0.605,0.949161
0.610,0.941107,0.610,0.934202,0.610,0.924198,0.610,0.946242,0.610,0.928428,0.610,0.930848,0.610,0.960963
0.615,0.954508,0.615,0.949072,0.615,0.940239,0.615,0.958857,0.615,0.943326,0.615,0.945686,0.615,0.970492
0.620,0.965434,0.620,0.961234,0.620,0.953642,0.620,0.969030,0.620,0.955864,0.620,0.957996,0.620,0.978051
0.625,0.974174,0.625,0.970988,0.625,0.964634,0.625,0.977079,0.625,0.966213,0.625,0.968032,0.625,0.983938
0.630,0.981033,0.630,0.978661,0.630,0.973475,0.630,0.983326,0.630,0.974585,0.630,0.976066,0.630,0.988440
0.635,0.986312,0.635,0.984579,0.635,0.980451,0.635,0.988080,0.635,0.981223,0.635,0.982380,0.635,0.991819
0.640,0.990295,0.640,0.989053,0.640,0.985846,0.640,0.991628,0.640,0.986379,0.640,0.987250,0.640,0.994310
0.645,0.993243,0.645,0.992369,0.645,0.989937,0.645,0.994224,0.645,0.990302,0.645,0.990936,0.645,0.996110
0.650,0.995380,0.650,0.994777,0.650,0.992976,0.650,0.996087,0.650,0.993225,0.650,0.993671,0.650,0.997387
0.655,0.996899,0.655,0.996491,0.655,0.995188,0.655,0.997397,0.655,0.995356,0.655,0.995661,0.655,0.998276
0.660,0.997958,0.660,0.997686,0.660,0.996766,0.660,0.998300,0.660,0.996879,0.660,0.997081,0.660,0.998883
0.665,0.998680,0.665,0.998503,0.665,0.997868,0.665,0.998911,0.665,0.997943,0.665,0.998073,0.665,0.999289
0.670,0.999163,0.670,0.999050,0.670,0.998621,0.670,0.999315,0.670,0.998671,0.670,0.998752,0.670,0.999556
0.675,0.999479,0.675,0.999409,0.675,0.999126,0.675,0.999577,0.675,0.999158,0.675,0.999207,0.675,0.999728
0.680,0.999682,0.680,0.999639,0.680,0.999457,0.680,0.999744,0.680,0.999477,0.680,0.999506,0.680,0.999836
0.685,0.999810,0.685,0.999784,0.685,0.999669,0.685,0.999848,0.685,0.999682,0.685,0.999699,0.685,0.999903
0.690,0.999888,0.690,0.999873,0.690,0.999802,0.690,0.999911,0.690,0.999811,0.690,0.999820,0.690,0.999944
0.695,0.999936,0.695,0.999927,0.695,0.999884,0.695,0.999949,0.695,0.999889,0.695,0.999894,0.695,0.999968
0.700,0.999964,0.700,0.999959,0.700,0.999934,0.700,0.999972,0.700,0.999937,0.700,0.999939,0.700,0.999982
0.705,0.999980,0.705,0.999977,0.705,0.999963,0.705,0.999984,0.705,0.999965,0.705,0.999966,0.705,0.999990
0.710,0.999989,0.710,0.999988,0.710,0.999980,0.710,0.999992,0.710,0.999981,0.710,0.999981,0.710,0.999995
0.715,0.999994,0.715,0.999993,0.715,0.999989,0.715,0.999996,0.715,0.999990,0.715,0.999990,0.715,0.999997
0.720,0.999997,0.720,0.999997,0.720,0.999994,0.720,0.999998,0.720,0.999995,0.720,0.999995,0.720,0.999999
0.725,0.999998,0.725,0.999998,0.725,0.999997,0.725,0.999999,0.725,0.999997,0.725,0.999997,0.725,0.999999
0.730,0.999999,0.730,0.999999,0.730,0.999998,0.730,0.999999,0.730,0.999999,0.730,0.999999,0.730,1.000000
0.735,1.000000,0.735,1.000000,0.735,0.999999,0.735,1.000000,0.735,0.999999,0.735,0.999999,0.735,1.000000
0.740,1.000000,0.740,1.000000,0.740,1.000000,0.740,1.000000,0.740,1.000000,0.740,1.000000,0.740,1.000000
0.745,1.000000,0.745,1.000000,0.745,1.000000,0.745,1.000000,0.745,1.000000,0.745,1.000000,0.745,1.000000
0.750,1.000000,0.750,1.000000,0.750,1.000000,0.750,1.000000,0.750,1.000000,0.750,1.000000,0.750,1.000000
