METRIC,composite
Vf,0.390775
Sf,0.166735
EG,0.114815
PR,0.224040
GAMMA,0.332430
BS_50,0.237288
BV_50,0.040633
BS_V,-0.052671
GS,0.091438
MM,0.057438
LO,0.074207
DECL,48.537871
R,3.051182
r,0.007647
Sb,0.166735
Ra,0.583367
Rb,0.083367
Va,0.678758
Vb,0.247034
L_Vf,0.370000
L_Sf,0.166677
U_Vf,0.415000
U_Sf,0.167264
