METRIC,S2020
Vf,0.365809
Sf,0.166677
EG,0.064941
PR,0.199132
GAMMA,0.333143
BS_50,0.233908
BV_50,0.040107
BS_V,-0.076994
GS,0.093064
MM,0.066617
LO,0.029169
DECL,44.219153
R,2.483941
r,0.001338
Sb,0.166677
Ra,0.583339
Rb,0.083339
Va,0.704796
Vb,0.266035
L_Vf,0.345000
L_Sf,0.166668
U_Vf,0.390000
U_Sf,0.166781
