CD,composite,CD,P2020,CD,P2016,CD,S2020,CD,S2016,CD,G2019,CD,AG2019
1,0.284091,1,0.298586,1,0.273237,1,0.259619,1,0.248203,1,0.423806,1,0.231905
2,0.753125,2,0.768471,2,0.770337,2,0.733990,2,0.722122,2,0.821319,2,0.696826
3,0.290539,3,0.308425,3,0.303940,3,0.271230,3,0.249439,3,0.368309,3,0.256042
4,0.364923,4,0.377730,4,0.380125,4,0.346791,4,0.364686,4,0.413349,4,0.303743
5,0.340882,5,0.349394,5,0.352195,5,0.306162,5,0.343982,5,0.412215,5,0.287468
6,0.325791,6,0.328172,6,0.315438,6,0.292223,6,0.306089,6,0.453413,6,0.288914
