Vf,P2016
0.250,0.056720
0.255,0.072096
0.260,0.088113
0.265,0.103855
0.270,0.118453
0.275,0.131224
0.280,0.141767
0.285,0.149977
0.290,0.156011
0.295,0.160193
0.300,0.162929
0.305,0.164618
0.310,0.165601
0.315,0.166141
0.320,0.166421
0.325,0.166558
0.330,0.166621
0.335,0.166649
0.340,0.166661
0.345,0.166666
0.350,0.166669
0.355,0.166671
0.360,0.166675
0.365,0.166680
0.370,0.166688
0.375,0.166701
0.380,0.166720
0.385,0.166749
0.390,0.166792
0.395,0.166856
0.400,0.166952
0.405,0.167100
0.410,0.167316
0.415,0.167625
0.420,0.168061
0.425,0.168669
0.430,0.169502
0.435,0.170627
0.440,0.172124
0.445,0.174089
0.450,0.176631
0.455,0.179874
0.460,0.183957
0.465,0.189029
0.470,0.195249
0.475,0.202781
0.480,0.211791
0.485,0.222443
0.490,0.234894
0.495,0.249288
0.500,0.265751
0.505,0.284389
0.510,0.305278
0.515,0.328462
0.520,0.353945
0.525,0.381687
0.530,0.411597
0.535,0.443527
0.540,0.477270
0.545,0.512556
0.550,0.549053
0.555,0.586371
0.560,0.624073
0.565,0.661683
0.570,0.698707
0.575,0.734650
0.580,0.769042
0.585,0.801454
0.590,0.831526
0.595,0.858975
0.600,0.883615
0.605,0.905355
0.610,0.924198
0.615,0.940239
0.620,0.953642
0.625,0.964634
0.630,0.973475
0.635,0.980451
0.640,0.985846
0.645,0.989937
0.650,0.992976
0.655,0.995188
0.660,0.996766
0.665,0.997868
0.670,0.998621
0.675,0.999126
0.680,0.999457
0.685,0.999669
0.690,0.999802
0.695,0.999884
0.700,0.999934
0.705,0.999963
0.710,0.999980
0.715,0.999989
0.720,0.999994
0.725,0.999997
0.730,0.999998
0.735,0.999999
0.740,1.000000
0.745,1.000000
0.750,1.000000
