CD,composite,P2020,P2016,S2018,S2016,G2020,AG2020
6,0.345620,0.336903,0.301312,0.375205,0.355017,0.287966,0.333580
4,0.356006,0.350933,0.317551,0.389501,0.362014,0.293043,0.337674
3,0.357214,0.347235,0.318687,0.384868,0.377156,0.280722,0.340149
9,0.383263,0.360509,0.350329,0.423395,0.405277,0.328536,0.361281
8,0.387693,0.332761,0.319945,0.397119,0.434785,0.279553,0.394322
2,0.405202,0.385023,0.366200,0.457616,0.426534,0.333047,0.376389
5,0.410123,0.418674,0.374596,0.447252,0.403135,0.324025,0.394240
1,0.579496,0.542465,0.562710,0.618457,0.602524,0.502856,0.535805
7,0.700853,0.715691,0.690152,0.728828,0.678091,0.625955,0.696886
