Vf,S2018
0.250,0.000294
0.255,0.000528
0.260,0.000913
0.265,0.001527
0.270,0.002471
0.275,0.003866
0.280,0.005856
0.285,0.008590
0.290,0.012212
0.295,0.016840
0.300,0.022545
0.305,0.029338
0.310,0.037154
0.315,0.045859
0.320,0.055259
0.325,0.065125
0.330,0.075224
0.335,0.085345
0.340,0.095327
0.345,0.105069
0.350,0.114531
0.355,0.123721
0.360,0.132674
0.365,0.141428
0.370,0.150004
0.375,0.158393
0.380,0.166550
0.385,0.174401
0.390,0.181851
0.395,0.188807
0.400,0.195187
0.405,0.200938
0.410,0.206046
0.415,0.210537
0.420,0.214478
0.425,0.217971
0.430,0.221147
0.435,0.224156
0.440,0.227159
0.445,0.230323
0.450,0.233811
0.455,0.237782
0.460,0.242384
0.465,0.247756
0.470,0.254136
0.475,0.262241
0.480,0.271825
0.485,0.283039
0.490,0.296027
0.495,0.310920
0.500,0.327833
0.505,0.346858
0.510,0.368064
0.515,0.391483
0.520,0.417108
0.525,0.444880
0.530,0.474688
0.535,0.506353
0.540,0.539630
0.545,0.574203
0.550,0.609690
0.555,0.645652
0.560,0.681603
0.565,0.717036
0.570,0.751441
0.575,0.784332
0.580,0.815273
0.585,0.843897
0.590,0.869928
0.595,0.893188
0.600,0.913601
0.605,0.931190
0.610,0.946066
0.615,0.958412
0.620,0.968463
0.625,0.976489
0.630,0.982774
0.635,0.987599
0.640,0.991231
0.645,0.993911
0.650,0.995849
0.655,0.997222
0.660,0.998175
0.665,0.998824
0.670,0.999256
0.675,0.999539
0.680,0.999719
0.685,0.999832
0.690,0.999902
0.695,0.999944
0.700,0.999968
0.705,0.999983
0.710,0.999991
0.715,0.999995
0.720,0.999997
0.725,0.999999
0.730,0.999999
0.735,1.000000
0.740,1.000000
0.745,1.000000
0.750,1.000000
