METRIC,AG2020
Vf,0.416595
Sf,0.202688
EG,0.130502
PR,0.213907
GAMMA,0.231501
BS_50,0.158498
BV_50,0.027405
BS_V,-0.041429
GS,0.055508
MM,0.040206
LO,-0.009693
DECL,32.138199
R,3.564677
r,0.789058
Sb,0.202688
Ra,0.601344
Rb,0.101344
Va,0.633043
Vb,0.376650
L_Vf,0.395000
L_Sf,0.175707
U_Vf,0.440000
U_Sf,0.218357
