Vf,P2016
0.250,0.005123
0.255,0.007909
0.260,0.011738
0.265,0.016764
0.270,0.023068
0.275,0.030625
0.280,0.039293
0.285,0.048814
0.290,0.058850
0.295,0.069033
0.300,0.079020
0.305,0.088553
0.310,0.097492
0.315,0.105827
0.320,0.113659
0.325,0.121165
0.330,0.128545
0.335,0.135978
0.340,0.143582
0.345,0.151395
0.350,0.159368
0.355,0.167381
0.360,0.175263
0.365,0.182823
0.370,0.189876
0.375,0.196268
0.380,0.201891
0.385,0.206693
0.390,0.210675
0.395,0.213885
0.400,0.216164
0.405,0.217321
0.410,0.218376
0.415,0.219365
0.420,0.220332
0.425,0.221327
0.430,0.222415
0.435,0.223669
0.440,0.225179
0.445,0.227054
0.450,0.229417
0.455,0.232413
0.460,0.236206
0.465,0.240980
0.470,0.246934
0.475,0.254284
0.480,0.263252
0.485,0.274063
0.490,0.286938
0.495,0.302079
0.500,0.319665
0.505,0.339834
0.510,0.362673
0.515,0.388208
0.520,0.416388
0.525,0.447079
0.530,0.480062
0.535,0.515023
0.540,0.551566
0.545,0.589218
0.550,0.627445
0.555,0.665674
0.560,0.703318
0.565,0.739805
0.570,0.774601
0.575,0.807241
0.580,0.837346
0.585,0.864640
0.590,0.888956
0.595,0.910240
0.600,0.928537
0.605,0.943982
0.610,0.956782
0.615,0.967194
0.620,0.975506
0.625,0.982018
0.630,0.987022
0.635,0.990794
0.640,0.993584
0.645,0.995607
0.650,0.997045
0.655,0.998049
0.660,0.998735
0.665,0.999194
0.670,0.999497
0.675,0.999691
0.680,0.999814
0.685,0.999890
0.690,0.999936
0.695,0.999964
0.700,0.999980
0.705,0.999989
0.710,0.999994
0.715,0.999997
0.720,0.999998
0.725,0.999999
0.730,1.000000
0.735,1.000000
0.740,1.000000
0.745,1.000000
0.750,1.000000
