CD,composite,CD,P2020,CD,P2016,CD,S2020,CD,S2016,CD,G2018,CD,AG2020
1,0.686817,1,0.701595,1,0.683510,1,0.702488,1,0.714794,1,0.631421,1,0.686462
2,0.375240,2,0.374838,2,0.346369,2,0.395838,2,0.493664,2,0.342015,2,0.377827
3,0.738473,3,0.742053,3,0.740276,3,0.748759,3,0.777718,3,0.710959,3,0.734960
4,0.562369,4,0.565317,4,0.544809,4,0.580435,4,0.613988,4,0.530188,4,0.562487
5,0.531528,5,0.545316,5,0.516088,5,0.551452,5,0.590724,5,0.475028,5,0.533266
6,0.552323,6,0.567711,6,0.537852,6,0.568842,6,0.589018,6,0.501347,6,0.554124
