METRIC,S2020
Vf,0.591474
Sf,0.806774
EG,-0.123826
PR,-0.215300
GAMMA,-0.179236
BS_50,0.014516
BV_50,0.003361
BS_V,0.010429
GS,0.017862
MM,0.016836
LO,0.051599
DECL,-21.771419
R,3.353680
r,1.394258
Sb,0.806774
Ra,0.903387
Rb,0.403387
Va,0.580961
Vb,0.367440
L_Vf,0.570000
L_Sf,0.767078
U_Vf,0.615000
U_Sf,0.833451
