METRIC,P2020
Vf,0.583171
Sf,0.795960
EG,-0.129618
PR,-0.212789
GAMMA,-0.150755
BS_50,0.012696
BV_50,0.002932
BS_V,-0.007259
GS,0.019196
MM,0.016657
LO,0.035505
DECL,-24.305746
R,3.558446
r,1.745852
Sb,0.795960
Ra,0.897980
Rb,0.397980
Va,0.592149
Vb,0.372346
L_Vf,0.560000
L_Sf,0.741927
U_Vf,0.605000
U_Sf,0.823778
