Vf,S2020
0.250,0.000000
0.255,0.000001
0.260,0.000002
0.265,0.000004
0.270,0.000007
0.275,0.000013
0.280,0.000025
0.285,0.000046
0.290,0.000083
0.295,0.000145
0.300,0.000248
0.305,0.000415
0.310,0.000679
0.315,0.001086
0.320,0.001698
0.325,0.002599
0.330,0.003891
0.335,0.005701
0.340,0.008180
0.345,0.011494
0.350,0.015824
0.355,0.021352
0.360,0.028250
0.365,0.036666
0.370,0.046708
0.375,0.058429
0.380,0.071819
0.385,0.086794
0.390,0.103200
0.395,0.120815
0.400,0.139364
0.405,0.158537
0.410,0.178009
0.415,0.197467
0.420,0.216627
0.425,0.235261
0.430,0.253206
0.435,0.270376
0.440,0.286769
0.445,0.302455
0.450,0.317578
0.455,0.332334
0.460,0.346957
0.465,0.361702
0.470,0.376824
0.475,0.392558
0.480,0.409104
0.485,0.426613
0.490,0.445174
0.495,0.464812
0.500,0.485484
0.505,0.507081
0.510,0.529436
0.515,0.552332
0.520,0.575513
0.525,0.598703
0.530,0.621614
0.535,0.643963
0.540,0.665487
0.545,0.685952
0.550,0.705159
0.555,0.722957
0.560,0.739241
0.565,0.753952
0.570,0.767078
0.575,0.778649
0.580,0.788729
0.585,0.797414
0.590,0.804817
0.595,0.811789
0.600,0.818021
0.605,0.823491
0.610,0.828523
0.615,0.833451
0.620,0.838610
0.625,0.844317
0.630,0.850846
0.635,0.858405
0.640,0.867110
0.645,0.876968
0.650,0.887868
0.655,0.899587
0.660,0.911806
0.665,0.924146
0.670,0.936204
0.675,0.947600
0.680,0.958016
0.685,0.967219
0.690,0.975079
0.695,0.981568
0.700,0.986746
0.705,0.990740
0.710,0.993717
0.715,0.995862
0.720,0.997356
0.725,0.998361
0.730,0.999015
0.735,0.999426
0.740,0.999676
0.745,0.999823
0.750,0.999906
