CD,composite,P2020,P2016,S2020,S2016,G2018,AG2020,MEAN,SEM,RSE,Δ,Δ/MEAN,Δ/SEM
2,0.375240,0.374838,0.346369,0.395838,0.493664,0.342015,0.377827,0.388425,0.022620,0.058235,-0.013185,-0.033945,-0.582891
5,0.531528,0.545316,0.516088,0.551452,0.590724,0.475028,0.533266,0.535312,0.015747,0.029416,-0.003784,-0.007069,-0.240300
6,0.552323,0.567711,0.537852,0.568842,0.589018,0.501347,0.554124,0.553149,0.012468,0.022540,-0.000826,-0.001493,-0.066250
4,0.562369,0.565317,0.544809,0.580435,0.613988,0.530188,0.562487,0.566204,0.011910,0.021035,-0.003835,-0.006773,-0.321998
1,0.686817,0.701595,0.683510,0.702488,0.714794,0.631421,0.686462,0.686712,0.012009,0.017488,0.000105,0.000153,0.008743
3,0.738473,0.742053,0.740276,0.748759,0.777718,0.710959,0.734960,0.742454,0.008825,0.011886,-0.003981,-0.005362,-0.451105
