Vf,P2016
0.250,0.000002
0.255,0.000004
0.260,0.000007
0.265,0.000014
0.270,0.000028
0.275,0.000052
0.280,0.000094
0.285,0.000167
0.290,0.000289
0.295,0.000488
0.300,0.000804
0.305,0.001293
0.310,0.002032
0.315,0.003117
0.320,0.004672
0.325,0.006842
0.330,0.009794
0.335,0.013712
0.340,0.018783
0.345,0.025185
0.350,0.033074
0.355,0.042567
0.360,0.053724
0.365,0.066539
0.370,0.080930
0.375,0.096743
0.380,0.113754
0.385,0.131682
0.390,0.150208
0.395,0.168995
0.400,0.187710
0.405,0.206043
0.410,0.223728
0.415,0.240553
0.420,0.256376
0.425,0.271123
0.430,0.284795
0.435,0.297462
0.440,0.309258
0.445,0.320372
0.450,0.331036
0.455,0.341510
0.460,0.352073
0.465,0.363002
0.470,0.374562
0.475,0.386988
0.480,0.400477
0.485,0.415176
0.490,0.431176
0.495,0.448505
0.500,0.467129
0.505,0.486954
0.510,0.507827
0.515,0.529548
0.520,0.551878
0.525,0.574547
0.530,0.597270
0.535,0.619760
0.540,0.641736
0.545,0.662939
0.550,0.683138
0.555,0.702139
0.560,0.719793
0.565,0.737391
0.570,0.753884
0.575,0.768448
0.580,0.781114
0.585,0.791978
0.590,0.801192
0.595,0.808959
0.600,0.815525
0.605,0.821172
0.610,0.826212
0.615,0.830975
0.620,0.835802
0.625,0.841026
0.630,0.846951
0.635,0.853829
0.640,0.861834
0.645,0.871038
0.650,0.881397
0.655,0.892744
0.660,0.904805
0.665,0.917219
0.670,0.929580
0.675,0.941480
0.680,0.952553
0.685,0.962508
0.690,0.971154
0.695,0.978410
0.700,0.984292
0.705,0.988897
0.710,0.992381
0.715,0.994926
0.720,0.996723
0.725,0.997948
0.730,0.998754
0.735,0.999267
0.740,0.999583
0.745,0.999770
0.750,0.999877
