Vf,S2018
0.250,0.000603
0.255,0.001025
0.260,0.001680
0.265,0.002658
0.270,0.004057
0.275,0.005983
0.280,0.008529
0.285,0.011762
0.290,0.015713
0.295,0.020355
0.300,0.025607
0.305,0.031339
0.310,0.037381
0.315,0.043555
0.320,0.049697
0.325,0.055687
0.330,0.061467
0.335,0.067050
0.340,0.072518
0.345,0.078006
0.350,0.083688
0.355,0.089747
0.360,0.096358
0.365,0.103664
0.370,0.111768
0.375,0.120724
0.380,0.130535
0.385,0.141160
0.390,0.152516
0.395,0.164491
0.400,0.176953
0.405,0.189758
0.410,0.202763
0.415,0.215834
0.420,0.228852
0.425,0.241723
0.430,0.254378
0.435,0.266780
0.440,0.278922
0.445,0.290827
0.450,0.302545
0.455,0.314147
0.460,0.325720
0.465,0.337364
0.470,0.349179
0.475,0.361268
0.480,0.373722
0.485,0.386624
0.490,0.400041
0.495,0.414021
0.500,0.428775
0.505,0.445478
0.510,0.463421
0.515,0.482592
0.520,0.502950
0.525,0.524430
0.530,0.546941
0.535,0.570369
0.540,0.594577
0.545,0.619410
0.550,0.644695
0.555,0.670245
0.560,0.695860
0.565,0.721330
0.570,0.746441
0.575,0.770979
0.580,0.794734
0.585,0.817508
0.590,0.839122
0.595,0.859423
0.600,0.878287
0.605,0.895625
0.610,0.911383
0.615,0.925543
0.620,0.938120
0.625,0.949161
0.630,0.958734
0.635,0.966931
0.640,0.973856
0.645,0.979626
0.650,0.984363
0.655,0.988190
0.660,0.991231
0.665,0.993604
0.670,0.995422
0.675,0.996787
0.680,0.997790
0.685,0.998512
0.690,0.999020
0.695,0.999368
0.700,0.999602
0.705,0.999755
0.710,0.999853
0.715,0.999914
0.720,0.999951
0.725,0.999973
0.730,0.999985
0.735,0.999992
0.740,0.999996
0.745,0.999998
0.750,0.999999
