CD,S2016
1,0.267295
2,0.424514
3,0.408038
4,0.387474
5,0.312641
6,0.376112
7,0.429931
8,0.380560
9,0.572465
10,0.608673
11,0.394508
12,0.375210
13,0.453709
14,0.570501
15,0.455552
16,0.411538
17,0.393313
18,0.379382
19,0.320049
20,0.771333
21,0.461640
22,0.570765
23,0.548725
24,0.775599
25,0.604244
26,0.415690
27,0.487987
28,0.488544
