CD,composite
1,0.307694
2,0.445542
3,0.428046
4,0.447283
5,0.385095
6,0.380664
7,0.460000
8,0.399072
9,0.599954
10,0.652988
11,0.421313
12,0.361823
13,0.462321
14,0.596103
15,0.476382
16,0.436321
17,0.414837
18,0.383153
19,0.366129
20,0.786330
21,0.455483
22,0.596207
23,0.571992
24,0.796482
25,0.627720
26,0.444431
27,0.529924
28,0.517459
