Vf,composite,Vf,P2020,Vf,P2016,Vf,S2018,Vf,S2016,Vf,G2018,Vf,AG2018
0.345,0.081926,0.345,0.072655,0.345,0.085265,0.345,0.078006,0.345,0.083475,0.345,0.081516,0.345,0.091498
0.350,0.087755,0.350,0.079603,0.350,0.092194,0.350,0.083688,0.350,0.088614,0.350,0.087410,0.350,0.097774
0.355,0.094106,0.355,0.086687,0.355,0.099826,0.355,0.089747,0.355,0.094506,0.355,0.093787,0.355,0.104912
0.360,0.101142,0.360,0.094016,0.360,0.108314,0.360,0.096358,0.360,0.101302,0.360,0.100806,0.360,0.112977
0.365,0.108983,0.365,0.101709,0.365,0.117762,0.365,0.103664,0.365,0.109098,0.365,0.108587,0.365,0.121983
0.370,0.117699,0.370,0.109876,0.370,0.128223,0.370,0.111768,0.370,0.117931,0.370,0.117203,0.370,0.131894
0.375,0.127305,0.375,0.118607,0.375,0.139690,0.375,0.120724,0.375,0.127777,0.375,0.126672,0.375,0.142633
0.380,0.137765,0.380,0.127955,0.380,0.152103,0.380,0.130535,0.380,0.138559,0.380,0.136962,0.380,0.154093
0.385,0.148994,0.385,0.137937,0.385,0.165352,0.385,0.141160,0.385,0.150148,0.385,0.147996,0.385,0.166140
0.390,0.160873,0.390,0.148526,0.390,0.179289,0.390,0.152516,0.390,0.162380,0.390,0.159659,0.390,0.178628
0.395,0.173254,0.395,0.159656,0.395,0.193740,0.395,0.164491,0.395,0.175065,0.395,0.171809,0.395,0.191403
0.400,0.185973,0.400,0.171226,0.400,0.208512,0.400,0.176953,0.400,0.188003,0.400,0.184288,0.400,0.204315
0.405,0.198865,0.405,0.183108,0.405,0.223408,0.405,0.189758,0.405,0.201000,0.405,0.196938,0.405,0.217217
0.410,0.211769,0.410,0.195161,0.410,0.238234,0.410,0.202763,0.410,0.213879,0.410,0.209605,0.410,0.229978
0.415,0.224543,0.415,0.207241,0.415,0.252811,0.415,0.215834,0.415,0.226496,0.415,0.222157,0.415,0.242482
0.420,0.237070,0.420,0.219215,0.420,0.266979,0.420,0.228852,0.420,0.238745,0.420,0.234488,0.420,0.254633
0.425,0.249264,0.425,0.230972,0.425,0.280609,0.425,0.241723,0.425,0.250565,0.425,0.246525,0.425,0.266359
0.430,0.261074,0.430,0.242439,0.430,0.293599,0.430,0.254378,0.430,0.261940,0.430,0.258231,0.430,0.277612
0.435,0.272484,0.435,0.253583,0.435,0.305885,0.435,0.266780,0.435,0.272898,0.435,0.269604,0.435,0.288367
0.440,0.283514,0.440,0.264416,0.440,0.317439,0.440,0.278922,0.440,0.283501,0.440,0.280677,0.440,0.298630
0.445,0.294212,0.445,0.274999,0.445,0.328266,0.445,0.290827,0.445,0.293844,0.445,0.291510,0.445,0.308428
0.450,0.304653,0.450,0.285429,0.450,0.338408,0.450,0.302545,0.450,0.304037,0.450,0.302187,0.450,0.317814
0.455,0.314930,0.455,0.295842,0.455,0.347936,0.455,0.314147,0.455,0.314201,0.455,0.312806,0.455,0.326860
0.460,0.325149,0.460,0.306392,0.460,0.356946,0.460,0.325720,0.460,0.324456,0.460,0.323474,0.460,0.335660
0.465,0.335426,0.465,0.317246,0.465,0.365555,0.465,0.337364,0.465,0.334191,0.465,0.334299,0.465,0.344321
0.470,0.345874,0.470,0.328571,0.470,0.373891,0.470,0.349179,0.470,0.344677,0.470,0.345387,0.470,0.352901
0.475,0.356606,0.475,0.340518,0.475,0.382093,0.475,0.361268,0.475,0.356018,0.475,0.356834,0.475,0.361502
0.480,0.367725,0.480,0.353221,0.480,0.390297,0.480,0.373722,0.480,0.368302,0.480,0.368723,0.480,0.370936
0.485,0.379425,0.485,0.367047,0.485,0.398637,0.485,0.386624,0.485,0.381612,0.485,0.381125,0.485,0.381353
0.490,0.392336,0.490,0.382602,0.490,0.407239,0.490,0.400041,0.490,0.396025,0.490,0.394093,0.490,0.392896
0.495,0.406486,0.495,0.399683,0.495,0.416426,0.495,0.414021,0.495,0.411612,0.495,0.407664,0.495,0.405693
0.500,0.421949,0.500,0.418306,0.500,0.427046,0.500,0.428775,0.500,0.428428,0.500,0.422344,0.500,0.419852
0.505,0.438776,0.505,0.438452,0.505,0.438854,0.505,0.445478,0.505,0.446517,0.505,0.438775,0.505,0.435452
0.510,0.456988,0.510,0.460070,0.510,0.451952,0.510,0.463421,0.510,0.465897,0.510,0.456456,0.510,0.452539
0.515,0.476572,0.515,0.483071,0.515,0.466421,0.515,0.482592,0.515,0.486561,0.515,0.475376,0.515,0.471121
0.520,0.497485,0.520,0.507337,0.520,0.482316,0.520,0.502950,0.520,0.508470,0.520,0.495497,0.520,0.491167
0.525,0.519650,0.525,0.532718,0.525,0.499662,0.525,0.524430,0.525,0.531550,0.525,0.516759,0.525,0.512604
0.530,0.542957,0.530,0.559038,0.530,0.518454,0.530,0.546941,0.530,0.555685,0.530,0.539071,0.530,0.535324
0.535,0.567268,0.535,0.586098,0.535,0.538648,0.535,0.570369,0.535,0.580722,0.535,0.562323,0.535,0.559184
0.540,0.592417,0.540,0.613682,0.540,0.560165,0.540,0.594577,0.540,0.606468,0.540,0.586381,0.540,0.584011
0.545,0.618217,0.545,0.641560,0.545,0.582887,0.545,0.619410,0.545,0.632698,0.545,0.611091,0.545,0.609606
0.550,0.644463,0.550,0.669497,0.550,0.606664,0.550,0.644695,0.550,0.659162,0.550,0.636285,0.550,0.635753
0.555,0.670937,0.555,0.697252,0.555,0.631307,0.555,0.670245,0.555,0.685594,0.555,0.661778,0.555,0.662225
0.560,0.697408,0.560,0.724590,0.560,0.656600,0.560,0.695860,0.560,0.711726,0.560,0.687376,0.560,0.688786
0.565,0.723644,0.565,0.751282,0.565,0.682300,0.565,0.721330,0.565,0.737298,0.565,0.712878,0.565,0.715198
0.570,0.749412,0.570,0.777112,0.570,0.708145,0.570,0.746441,0.570,0.762072,0.570,0.738075,0.570,0.741227
0.575,0.774484,0.575,0.801879,0.575,0.733860,0.575,0.770979,0.575,0.785839,0.575,0.762761,0.575,0.766647
0.580,0.798647,0.580,0.825406,0.580,0.759170,0.580,0.794734,0.580,0.808430,0.580,0.786735,0.580,0.791244
0.585,0.821702,0.585,0.847538,0.585,0.783804,0.585,0.817508,0.585,0.829716,0.585,0.809803,0.585,0.814819
0.590,0.843477,0.590,0.868146,0.590,0.807511,0.590,0.839122,0.590,0.849609,0.590,0.831790,0.590,0.837193
0.595,0.863829,0.595,0.887132,0.595,0.830066,0.595,0.859423,0.595,0.868060,0.595,0.852538,0.595,0.858212
0.600,0.882646,0.600,0.904428,0.600,0.851280,0.600,0.878287,0.600,0.885054,0.600,0.871918,0.600,0.877749
0.605,0.899854,0.605,0.920000,0.605,0.871005,0.605,0.895625,0.605,0.900602,0.605,0.889827,0.605,0.895707
0.610,0.915415,0.610,0.933846,0.610,0.889137,0.610,0.911383,0.610,0.914734,0.610,0.906197,0.610,0.912020
0.615,0.929324,0.615,0.945994,0.615,0.905619,0.615,0.925543,0.615,0.927492,0.615,0.920989,0.615,0.926659
0.620,0.941610,0.620,0.956505,0.620,0.920437,0.620,0.938120,0.620,0.938929,0.620,0.934200,0.620,0.939624
0.625,0.952332,0.625,0.965466,0.625,0.933612,0.625,0.949161,0.625,0.949098,0.625,0.945853,0.625,0.950952
0.630,0.961570,0.630,0.972987,0.630,0.945199,0.630,0.958734,0.630,0.958060,0.630,0.956002,0.630,0.960706
0.635,0.969426,0.635,0.979198,0.635,0.955277,0.635,0.966931,0.635,0.965876,0.635,0.964724,0.635,0.968979
0.640,0.976015,0.640,0.984240,0.640,0.963942,0.640,0.973856,0.640,0.972613,0.640,0.972113,0.640,0.975885
0.645,0.981459,0.645,0.988261,0.645,0.971305,0.645,0.979626,0.645,0.978342,0.645,0.978280,0.645,0.981553
0.650,0.985890,0.650,0.991408,0.650,0.977480,0.650,0.984363,0.650,0.983142,0.650,0.983348,0.650,0.986124
0.655,0.989437,0.655,0.993824,0.655,0.982589,0.655,0.988190,0.655,0.987099,0.655,0.987443,0.655,0.989744
0.660,0.992228,0.660,0.995643,0.660,0.986753,0.660,0.991231,0.660,0.990302,0.660,0.990694,0.660,0.992557
0.665,0.994384,0.665,0.996985,0.665,0.990092,0.665,0.993604,0.665,0.992846,0.665,0.993228,0.665,0.994699
0.670,0.996018,0.670,0.997954,0.670,0.992722,0.670,0.995422,0.670,0.994826,0.670,0.995165,0.670,0.996298
0.675,0.997232,0.675,0.998640,0.675,0.994756,0.675,0.996787,0.675,0.996334,0.675,0.996616,0.675,0.997466
0.680,0.998114,0.680,0.999114,0.680,0.996297,0.680,0.997790,0.680,0.997457,0.680,0.997679,0.680,0.998301
0.685,0.998742,0.685,0.999435,0.685,0.997440,0.685,0.998512,0.685,0.998274,0.685,0.998442,0.685,0.998884
0.690,0.999179,0.690,0.999647,0.690,0.998268,0.690,0.999020,0.690,0.998855,0.690,0.998976,0.690,0.999283
0.695,0.999476,0.695,0.999784,0.695,0.998855,0.695,0.999368,0.695,0.999258,0.695,0.999342,0.695,0.999550
0.700,0.999673,0.700,0.999871,0.700,0.999261,0.700,0.999602,0.700,0.999530,0.700,0.999587,0.700,0.999723
0.705,0.999801,0.705,0.999925,0.705,0.999534,0.705,0.999755,0.705,0.999710,0.705,0.999747,0.705,0.999834
0.710,0.999881,0.710,0.999957,0.710,0.999713,0.710,0.999853,0.710,0.999825,0.710,0.999848,0.710,0.999903
0.715,0.999931,0.715,0.999976,0.715,0.999828,0.715,0.999914,0.715,0.999897,0.715,0.999911,0.715,0.999944
0.720,0.999961,0.720,0.999987,0.720,0.999899,0.720,0.999951,0.720,0.999941,0.720,0.999950,0.720,0.999969
0.725,0.999978,0.725,0.999993,0.725,0.999943,0.725,0.999973,0.725,0.999967,0.725,0.999972,0.725,0.999983
0.730,0.999988,0.730,0.999996,0.730,0.999968,0.730,0.999985,0.730,0.999982,0.730,0.999985,0.730,0.999991
0.735,0.999994,0.735,0.999998,0.735,0.999983,0.735,0.999992,0.735,0.999990,0.735,0.999992,0.735,0.999995
0.740,0.999997,0.740,0.999999,0.740,0.999991,0.740,0.999996,0.740,0.999995,0.740,0.999996,0.740,0.999998
0.745,0.999998,0.745,1.000000,0.745,0.999995,0.745,0.999998,0.745,0.999998,0.745,0.999998,0.745,0.999999
0.750,0.999999,0.750,1.000000,0.750,0.999998,0.750,0.999999,0.750,0.999999,0.750,0.999999,0.750,0.999999
