Vf,composite,Vf,P2020,Vf,P2016,Vf,S2018,Vf,S2016,Vf,G2018,Vf,AG2018
0.250,0.000834,0.250,0.000238,0.250,0.000941,0.250,0.000603,0.250,0.001657,0.250,0.000784,0.250,0.002680
0.255,0.001396,0.255,0.000422,0.255,0.001555,0.255,0.001025,0.255,0.002673,0.255,0.001315,0.255,0.004182
0.260,0.002253,0.260,0.000722,0.260,0.002478,0.260,0.001680,0.260,0.004147,0.260,0.002126,0.260,0.006277
0.265,0.003504,0.265,0.001194,0.265,0.003807,0.265,0.002658,0.265,0.006197,0.265,0.003314,0.265,0.009070
0.270,0.005258,0.270,0.001909,0.270,0.005645,0.270,0.004057,0.270,0.008924,0.270,0.004987,0.270,0.012630
0.275,0.007618,0.275,0.002952,0.275,0.008088,0.275,0.005983,0.275,0.012399,0.275,0.007245,0.275,0.016970
0.280,0.010665,0.280,0.004420,0.280,0.011204,0.280,0.008529,0.280,0.016636,0.280,0.010175,0.280,0.022034
0.285,0.014445,0.285,0.006408,0.285,0.015029,0.285,0.011762,0.285,0.021586,0.285,0.013824,0.285,0.027691
0.290,0.018947,0.290,0.009008,0.290,0.019546,0.290,0.015713,0.290,0.027127,0.290,0.018196,0.290,0.033751
0.295,0.024104,0.295,0.012285,0.295,0.024684,0.295,0.020355,0.295,0.033076,0.295,0.023231,0.295,0.039986
0.300,0.029790,0.300,0.016276,0.300,0.030324,0.300,0.025607,0.300,0.039211,0.300,0.028818,0.300,0.046165
0.305,0.035834,0.305,0.020972,0.305,0.036315,0.305,0.031339,0.305,0.045301,0.305,0.034796,0.305,0.052094
0.310,0.042047,0.310,0.026320,0.310,0.042493,0.310,0.037381,0.310,0.051144,0.310,0.040986,0.310,0.057642
0.315,0.048248,0.315,0.032225,0.315,0.048709,0.315,0.043555,0.315,0.056600,0.315,0.047208,0.315,0.062766
0.320,0.054293,0.320,0.038562,0.320,0.054858,0.320,0.049697,0.320,0.061608,0.320,0.053318,0.320,0.067511
0.325,0.060104,0.325,0.045196,0.325,0.060891,0.325,0.055687,0.325,0.066197,0.325,0.059227,0.325,0.072005
0.330,0.065673,0.330,0.051999,0.330,0.066833,0.330,0.061467,0.330,0.070481,0.330,0.064917,0.330,0.076433
0.335,0.071070,0.335,0.058872,0.335,0.072772,0.335,0.067050,0.335,0.074639,0.335,0.070443,0.335,0.081013
0.340,0.076429,0.340,0.065759,0.340,0.078856,0.340,0.072518,0.340,0.078892,0.340,0.075922,0.340,0.085967
