METRIC,P2016
Vf,0.493654
Sf,0.413755
EG,0.073553
PR,0.079899
GAMMA,0.074585
BS_50,0.072954
BV_50,0.025090
BS_V,0.071834
GS,0.027814
MM,0.040687
LO,0.040841
DECL,15.207125
R,13.590481
r,1.837353
Sb,0.413755
Ra,0.706877
Rb,0.206877
Va,0.588171
Vb,0.370988
L_Vf,0.470000
L_Sf,0.373891
U_Vf,0.515000
U_Sf,0.466421
