METRIC,S2016
Vf,0.460077
Sf,0.324616
EG,0.095538
PR,0.135461
GAMMA,0.097656
BS_50,0.071572
BV_50,0.018067
BS_V,0.034661
GS,0.029380
MM,0.032855
LO,0.005007
DECL,16.568390
R,4.393068
r,1.946969
Sb,0.324616
Ra,0.662308
Rb,0.162308
Va,0.601768
Vb,0.393224
L_Vf,0.440000
L_Sf,0.283501
U_Vf,0.485000
U_Sf,0.381612
