Vf,AG2018
0.250,0.002680
0.255,0.004182
0.260,0.006277
0.265,0.009070
0.270,0.012630
0.275,0.016970
0.280,0.022034
0.285,0.027691
0.290,0.033751
0.295,0.039986
0.300,0.046165
0.305,0.052094
0.310,0.057642
0.315,0.062766
0.320,0.067511
0.325,0.072005
0.330,0.076433
0.335,0.081013
0.340,0.085967
0.345,0.091498
0.350,0.097774
0.355,0.104912
0.360,0.112977
0.365,0.121983
0.370,0.131894
0.375,0.142633
0.380,0.154093
0.385,0.166140
0.390,0.178628
0.395,0.191403
0.400,0.204315
0.405,0.217217
0.410,0.229978
0.415,0.242482
0.420,0.254633
0.425,0.266359
0.430,0.277612
0.435,0.288367
0.440,0.298630
0.445,0.308428
0.450,0.317814
0.455,0.326860
0.460,0.335660
0.465,0.344321
0.470,0.352901
0.475,0.361502
0.480,0.370936
0.485,0.381353
0.490,0.392896
0.495,0.405693
0.500,0.419852
0.505,0.435452
0.510,0.452539
0.515,0.471121
0.520,0.491167
0.525,0.512604
0.530,0.535324
0.535,0.559184
0.540,0.584011
0.545,0.609606
0.550,0.635753
0.555,0.662225
0.560,0.688786
0.565,0.715198
0.570,0.741227
0.575,0.766647
0.580,0.791244
0.585,0.814819
0.590,0.837193
0.595,0.858212
0.600,0.877749
0.605,0.895707
0.610,0.912020
0.615,0.926659
0.620,0.939624
0.625,0.950952
0.630,0.960706
0.635,0.968979
0.640,0.975885
0.645,0.981553
0.650,0.986124
0.655,0.989744
0.660,0.992557
0.665,0.994699
0.670,0.996298
0.675,0.997466
0.680,0.998301
0.685,0.998884
0.690,0.999283
0.695,0.999550
0.700,0.999723
0.705,0.999834
0.710,0.999903
0.715,0.999944
0.720,0.999969
0.725,0.999983
0.730,0.999991
0.735,0.999995
0.740,0.999998
0.745,0.999999
0.750,0.999999
