Vf,P2020
0.250,0.000238
0.255,0.000422
0.260,0.000722
0.265,0.001194
0.270,0.001909
0.275,0.002952
0.280,0.004420
0.285,0.006408
0.290,0.009008
0.295,0.012285
0.300,0.016276
0.305,0.020972
0.310,0.026320
0.315,0.032225
0.320,0.038562
0.325,0.045196
0.330,0.051999
0.335,0.058872
0.340,0.065759
0.345,0.072655
0.350,0.079603
0.355,0.086687
0.360,0.094016
0.365,0.101709
0.370,0.109876
0.375,0.118607
0.380,0.127955
0.385,0.137937
0.390,0.148526
0.395,0.159656
0.400,0.171226
0.405,0.183108
0.410,0.195161
0.415,0.207241
0.420,0.219215
0.425,0.230972
0.430,0.242439
0.435,0.253583
0.440,0.264416
0.445,0.274999
0.450,0.285429
0.455,0.295842
0.460,0.306392
0.465,0.317246
0.470,0.328571
0.475,0.340518
0.480,0.353221
0.485,0.367047
0.490,0.382602
0.495,0.399683
0.500,0.418306
0.505,0.438452
0.510,0.460070
0.515,0.483071
0.520,0.507337
0.525,0.532718
0.530,0.559038
0.535,0.586098
0.540,0.613682
0.545,0.641560
0.550,0.669497
0.555,0.697252
0.560,0.724590
0.565,0.751282
0.570,0.777112
0.575,0.801879
0.580,0.825406
0.585,0.847538
0.590,0.868146
0.595,0.887132
0.600,0.904428
0.605,0.920000
0.610,0.933846
0.615,0.945994
0.620,0.956505
0.625,0.965466
0.630,0.972987
0.635,0.979198
0.640,0.984240
0.645,0.988261
0.650,0.991408
0.655,0.993824
0.660,0.995643
0.665,0.996985
0.670,0.997954
0.675,0.998640
0.680,0.999114
0.685,0.999435
0.690,0.999647
0.695,0.999784
0.700,0.999871
0.705,0.999925
0.710,0.999957
0.715,0.999976
0.720,0.999987
0.725,0.999993
0.730,0.999996
0.735,0.999998
0.740,0.999999
0.745,1.000000
0.750,1.000000
